Sf/Sf_images/a53af05f.jpg,What is the material of the container?,Plastic
Sf/Sf_images/9441a53e.jpg,What is the color of the dresser?,Walnut
Sf/Sf_images/68f2f14e.jpg,What is the product's form?,Carton
Sf/Sf_images/0ddda7a6.jpg,What is the primary color of the phone case?,Brown
Sf/Sf_images/008af288.jpg,What is the glass's material?,Plastic
Sf/Sf_images/b5bcc8ae.jpg,What is depicted on the case?,Tree
Sf/Sf_images/8642b164.jpg,What color are the raspberries?,Red
Sf/Sf_images/73ae8780.jpg,What is the dominant color?,Pink
Sf/Sf_images/37682bda.jpg,What color is the base?,Black
Sf/Sf_images/78a3465a.jpg,What is the shape of the diamond?,Square
Sf/Sf_images/0b2cbd1c.jpg,What color is the power button?,Red
Sf/Sf_images/95ec786b.jpg,What is the material of the laces?,Brown
Sf/Sf_images/272df2bf.jpg,What shape is the design motif?,Geometric
Sf/Sf_images/5a5613b6.jpg,What shape is the case?,Rectangular
Sf/Sf_images/5910c9a0.jpg,What color are the flowers?,Pink
Sf/Sf_images/a2d0a5fd.jpg,What is the texture of the chair's seating?,Velvet
Sf/Sf_images/f68a318c.jpg,What mythical creature is depicted?,Unicorn
Sf/Sf_images/2a9b0498.jpg,What is the bird perched on?,Branch
Sf/Sf_images/b1f3dbc7.jpg,Is the case design symmetrical?,No
Sf/Sf_images/183a549b.jpg,What is the main color of the TV stand?,Beige
Sf/Sf_images/daa241a7.jpg,What color is prominent in the vertical stripe?,Red
Sf/Sf_images/a96b01c0.jpg,What is the case type?,Hard
Sf/Sf_images/0cb8c38f.jpg,What is the container made of?,Glass
Sf/Sf_images/f0745d81.jpg,What is the design on the case?,Water
Sf/Sf_images/f1f8c6ac.jpg,What is the primary closure type?,Snap
Sf/Sf_images/0ed7ec6e.jpg,What is the case's main color?,Pink
Sf/Sf_images/d7f4366c.jpg,What is the color of the towels?,Teal
Sf/Sf_images/fb9adccc.jpg,What is the dominant color?,Orange
Sf/Sf_images/174b2b01.jpg,What is the main color of the case?,Green
Sf/Sf_images/24f3ceb2.jpg,What is the overall shape of the sofa?,Chaise
Sf/Sf_images/ed11cfbc.jpg,What's the background color?,Green
Sf/Sf_images/eb121256.jpg,What color is the shoe?,Black
Sf/Sf_images/d2563807.jpg,What shapes are prominently featured?,Bubbles
Sf/Sf_images/80e7b2a6.jpg,What is the material of the case?,Plastic
Sf/Sf_images/6daebf37.jpg,What is the frame color?,Gold
Sf/Sf_images/f002e9cd.jpg,What is the material of the case?,Plastic
Sf/Sf_images/32c4c751.jpg,What is the bottom trim color?,Brown
Sf/Sf_images/d6bd075a.jpg,How many chairs are in the set?,Two
Sf/Sf_images/5c3d52db.jpg,What is the cap color?,Black
Sf/Sf_images/23818af7.jpg,What shape is the container?,Round
Sf/Sf_images/f2638484.jpg,What shapes are on the case?,Stars
Sf/Sf_images/6a4108f3.jpg,What is the dominant color of the case?,Black
Sf/Sf_images/abd4e820.jpg,What is the material of the case?,Plastic
Sf/Sf_images/7cbb7e2b.jpg,What is the case's design featuring?,Water
Sf/Sf_images/cea9035e.jpg,What material is the handle?,Metal
Sf/Sf_images/c6c91270.jpg,What shape is repeatedly used in the design?,Triangle
Sf/Sf_images/2396f998.jpg,What is the main color of the case?,Black
Sf/Sf_images/f367c59c.jpg,What color is the background?,Darkblue
Sf/Sf_images/7e79546c.jpg,What material is the back of the hat?,Mesh
Sf/Sf_images/2357a7e0.jpg,What is the primary color of the frame?,Blue
Sf/Sf_images/66ab9c90.jpg,What is the shape of the bottle?,Bottle
Sf/Sf_images/4300f4af.jpg,What's the background color?,Grey
Sf/Sf_images/84f74a0f.jpg,What color is the top seal?,Red
Sf/Sf_images/1b4aaea2.jpg,What is the ottoman's shape?,Hexagon
Sf/Sf_images/531eeaf2.jpg,What is the main design element?,Couple
Sf/Sf_images/7c3f848d.jpg,What material is the case?,Plastic
Sf/Sf_images/79873fbe.jpg,What is the case's main color scheme?,Multicolor
Sf/Sf_images/0d97867f.jpg,How many frames are in the image?,Two
Sf/Sf_images/f29e8c46.jpg,What is the shape of the design elements?,Hearts
Sf/Sf_images/b5829c2c.jpg,What material is the case?,Plastic
Sf/Sf_images/cc25cde0.jpg,What is the main pattern on the pillow?,Stripes
Sf/Sf_images/7c9a07ba.jpg,What is the item shown?,Backpack
Sf/Sf_images/70b2b61c.jpg,What is the material of the case?,Plastic
Sf/Sf_images/4c16d88c.jpg,What shapes are featured prominently on the case?,Hearts
Sf/Sf_images/b41a753f.jpg,What material is the case made of?,Silicon
Sf/Sf_images/2fcb4e0c.jpg,What color is the brand name on the handle?,White
Sf/Sf_images/cf0785f5.jpg,What type of animal is shown?,Puppy
Sf/Sf_images/6720ff51.jpg,What is the shape of the pendant?,Square
Sf/Sf_images/fddfc31f.jpg,What is the cover's color?,Sand
Sf/Sf_images/adec03ff.jpg,What color is the background?,Black
Sf/Sf_images/b2f0454f.jpg,What is the color of the extension lead?,White
Sf/Sf_images/d7e63bcc.jpg,What is the frame color?,Black
Sf/Sf_images/d64eb7b5.jpg,What is the overall shape of the package?,Pouch
Sf/Sf_images/55be79de.jpg,What is the case's material?,Plastic
Sf/Sf_images/a6c12660.jpg,What design element is on the side?,Stripes
Sf/Sf_images/1605c0fc.jpg,What is the case made of?,Silicone
Sf/Sf_images/717cab1f.jpg,What is the dominant color at the bottom?,Red
Sf/Sf_images/27ae87ed.jpg,What is the condition of this product?,Renewed
Sf/Sf_images/330bf7e1.jpg,What color is the skull?,White
Sf/Sf_images/eefb1fab.jpg,What is the background color of the case?,Black
Sf/Sf_images/9cbc658d.jpg,What color is the container lid?,Purple
Sf/Sf_images/8f73c9e9.jpg,What phone model does it fit?,iPhone
Sf/Sf_images/0eff2fa0.jpg,What color is prominent near the vase's neck?,Red
Sf/Sf_images/7828c95a.jpg,What's on the girl's head?,Bow
Sf/Sf_images/1595a43c.jpg,What animal is depicted on the phone case?,Peacock
Sf/Sf_images/7381d6f8.jpg,What is the shape of the pendant?,Teardrop
Sf/Sf_images/fcb87a9a.jpg,What is the shape of the rug?,Rectangular
Sf/Sf_images/dda17f5f.jpg,What is the main color of the inserts?,Transparent
Sf/Sf_images/87b09765.jpg,What is the overall shape of the case?,Rectangle
Sf/Sf_images/df9da3ad.jpg,What is the footwear's color?,Black
Sf/Sf_images/2b7d8663.jpg,What is the main color of the case?,Gold
Sf/Sf_images/a15473fe.jpg,What is the main color at the bottom?,Red
Sf/Sf_images/e8ddfa31.jpg,What color is the lid?,Orange
Sf/Sf_images/172075af.jpg,What is the predominant color of the background?,Yellow
Sf/Sf_images/3222fdf7.jpg,What is the main color of the case background?,Navy
Sf/Sf_images/eb7a7078.jpg,What material is depicted on the case?,Canvas
Sf/Sf_images/59ab5fc0.jpg,What is the case made of?,Silicon
Sf/Sf_images/aa17275f.jpg,What is the primary color of the shredder?,Black
Sf/Sf_images/dd255e3c.jpg,What is the background color?,Beige
Sf/Sf_images/c1660580.jpg,What is the primary color of the bottle?,White
Sf/Sf_images/0e0c839a.jpg,What is the case's main color?,Orange
Sf/Sf_images/0bfef8d0.jpg,What is the main color of the case?,Blue
Sf/Sf_images/9c5dace5.jpg,What is the main color of the phone case?,Purple
Sf/Sf_images/5e2911ed.jpg,What is the shape of the case?,Rectangular
Sf/Sf_images/f6ddf948.jpg,What is the base's primary color?,Blue
Sf/Sf_images/8cede934.jpg,What is the design on the case?,Girl
Sf/Sf_images/3f471deb.jpg,What is the color of the bottles?,Green
Sf/Sf_images/38c9d18f.jpg,What is the case material?,Plastic
Sf/Sf_images/ab36632f.jpg,What is the overall shape of the bucket?,Round
Sf/Sf_images/cbd20c64.jpg,What shape is the case?,Rectangular
Sf/Sf_images/4a9e8983.jpg,What color is the frame?,Silver
Sf/Sf_images/a0a688eb.jpg,What is the design style?,Floral
Sf/Sf_images/5d4fb2b9.jpg,What is the case style?,Hard
Sf/Sf_images/f5d5faac.jpg,What is the material of the hooks?,Metal
Sf/Sf_images/37eb3b8d.jpg,What is the main color of the case?,Yellow
Sf/Sf_images/b0d254ca.jpg,What is the dominant color of the background?,Black
Sf/Sf_images/7cd1f58d.jpg,What is the main color of the phone case?,Pink
Sf/Sf_images/8b4d96e2.jpg,What is the shape of the ottoman?,Square
Sf/Sf_images/62b98cec.jpg,What is the buckle's color?,Gold
Sf/Sf_images/c0ca954a.jpg,What color are the butterflies?,Gold
Sf/Sf_images/c301818c.jpg,What is the main color of the sunset?,Red
Sf/Sf_images/205740b1.jpg,What animal is on the case?,Lion
Sf/Sf_images/2840b3cb.jpg,What is the shape of the beads?,Faceted
Sf/Sf_images/50db07c1.jpg,What is the bulb's glass color?,Clear
Sf/Sf_images/bbfc0540.jpg,What material are the wheels made of?,Plastic
Sf/Sf_images/e2605292.jpg,What color is the whale?,Orange
Sf/Sf_images/92914ee2.jpg,What word is on the case?,Queen
Sf/Sf_images/48c05d54.jpg,What is the main color of the flip-flops?,Teal
Sf/Sf_images/6c26c58a.jpg,What is the shape of the plate?,Rectangular
Sf/Sf_images/2a1856a0.jpg,What is included for storage?,Bag
Sf/Sf_images/a84d5c66.jpg,What's the design's subject?,Roses
Sf/Sf_images/0eb47157.jpg,What mythical creature is depicted?,Unicorn
Sf/Sf_images/9494bf88.jpg,What is the main design element on the case?,Droplets
Sf/Sf_images/59607abb.jpg,How many people are depicted on the case?,Two
Sf/Sf_images/efbc1bf3.jpg,What is the primary color of the bottle label?,Blue
Sf/Sf_images/b543ee85.jpg,What is the main color of the background?,Black
Sf/Sf_images/9bd955c0.jpg,What letter is in the heart?,L
Sf/Sf_images/34618b73.jpg,What material is the inner dust compartment?,Paper
Sf/Sf_images/d565c263.jpg,What is the case's style?,Hard
Sf/Sf_images/2264eb4a.jpg,What is the material of the phone case?,Silicon
Sf/Sf_images/e3458931.jpg,What is the background color of the case?,Black
Sf/Sf_images/3ba6c1a9.jpg,What is the overall shape of the phone case?,Rectangular
Sf/Sf_images/331a29d3.jpg,What is the primary metal?,Silver
Sf/Sf_images/fbc03be4.jpg,What is the design style?,Floral
Sf/Sf_images/167603a5.jpg,What is the background color of the phone case?,Black
Sf/Sf_images/19cbdc5b.jpg,What is the case's shape?,Rectangular
Sf/Sf_images/c429850d.jpg,What material appears coated on the gloves?,Polyurethane
Sf/Sf_images/b489d1af.jpg,What is the case material?,Silicone
Sf/Sf_images/9909da90.jpg,What is the case's primary color?,Pink
Sf/Sf_images/52aba8fb.jpg,What is the color of the flowers?,White
Sf/Sf_images/b700d9d9.jpg,What material is the case?,Plastic
Sf/Sf_images/7129760c.jpg,What is depicted in the background image?,Trees
Sf/Sf_images/d2d46872.jpg,What is the main color of the flowers?,Pink
Sf/Sf_images/4cf8227f.jpg,What is the material of the lids?,Plastic
Sf/Sf_images/04d671ef.jpg,What is the case's material?,Plastic
Sf/Sf_images/59b73b9c.jpg,What is the case's material?,Plastic
Sf/Sf_images/f6d7fe66.jpg,What is the shape of the band links?,Rectangular
Sf/Sf_images/89fee3c4.jpg,How many baskets are in the set?,Three
Sf/Sf_images/905c1ab8.jpg,What is the background color?,Black
Sf/Sf_images/a7f591cb.jpg,What feature do the blankets have?,Sleeves
Sf/Sf_images/838da452.jpg,What is depicted on the case?,Woman
Sf/Sf_images/733b6e22.jpg,What material are the legs?,Wood
Sf/Sf_images/2a04f24e.jpg,What is the primary color on the right side?,Orange
Sf/Sf_images/025b64ac.jpg,What animal is in the top left?,Turtle
Sf/Sf_images/563392f0.jpg,What is the dominant background color?,Blue
Sf/Sf_images/2da54863.jpg,What is the case's material?,Plastic
Sf/Sf_images/9a0a6f9b.jpg,What number is on the kettlebell?,Twelve
Sf/Sf_images/4e104116.jpg,What color is the bottle cap?,White
Sf/Sf_images/6fc563b1.jpg,What is the main color scheme?,Multicolor
Sf/Sf_images/7682f5ba.jpg,What is the headboard's shape?,Curved
Sf/Sf_images/17291e9a.jpg,What is the case material?,Plastic
Sf/Sf_images/de83ecac.jpg,What color are the flowers?,Pink
Sf/Sf_images/d393ee2d.jpg,What is the main color of the case?,Pink
Sf/Sf_images/9c096f89.jpg,What color are the main design accents?,Blue
Sf/Sf_images/d33da5cb.jpg,What color are the balloons?,Pink
Sf/Sf_images/362362d8.jpg,What is the shape of the gemstone?,Cushion
Sf/Sf_images/1d3a96bd.jpg,What is the case's material?,Wood
Sf/Sf_images/6021b08b.jpg,What material is the design mimicking?,Wood
Sf/Sf_images/c71be7ee.jpg,What fruit is depicted?,Lemon
Sf/Sf_images/52b81c75.jpg,What is the primary background color?,Black
Sf/Sf_images/51aea59a.jpg,What is the shape of the connectors?,Rectangular
Sf/Sf_images/6f8c3d9c.jpg,What is the material of the case?,Plastic
Sf/Sf_images/dc554722.jpg,What is the primary color of the case?,Blue
Sf/Sf_images/902a5299.jpg,What is the shape depicted on the phone case?,Heart
Sf/Sf_images/4bf76898.jpg,What is the sandal's color?,Beige
Sf/Sf_images/dc267252.jpg,What color is the dal?,Yellow
Sf/Sf_images/736d909e.jpg,What type of tree is shown?,Lonely
Sf/Sf_images/172a9d80.jpg,What is the shape of the rug?,Rectangular
Sf/Sf_images/ddeea80e.jpg,What is the primary color of the case?,Grey
Sf/Sf_images/3deccac9.jpg,What is the case made of?,Silicon
Sf/Sf_images/32177c65.jpg,What is the main word on the case?,KISS
Sf/Sf_images/72d253d7.jpg,What is the metal's apparent color?,Silver
Sf/Sf_images/bb2dc3d5.jpg,What is the main color of the background?,Black
Sf/Sf_images/6187cf1b.jpg,What color is the background?,Black
Sf/Sf_images/79ec6710.jpg,What is the main color of the background?,Dark
Sf/Sf_images/0524eb9a.jpg,How many tumblers are in the set?,Three
Sf/Sf_images/c026e866.jpg,What is the case made of?,Silicone
Sf/Sf_images/1e576363.jpg,What color is the cable?,White
Sf/Sf_images/20ae4613.jpg,What animal is depicted?,Tiger
Sf/Sf_images/c9329942.jpg,What is the main texture of the upper?,Textile
Sf/Sf_images/04b48921.jpg,What is the main color of the case?,Purple
